"Microsoft Status","CA Owner","CA Common Name or Certificate Name","Subject","SHA-1 Fingerprint","SHA-256 Fingerprint","Microsoft EKUs","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm"
"Included","QuoVadis","QuoVadis SMIME RSA 4096 Root G4","CN=QuoVadis SMIME RSA 4096 Root G4; O=QuoVadis Trustlink B.V.; C=NL","C9B8DBF79C9A3D54B7E46EE63D72F9435E32BFA6","5232A304AA4A10CFE6C47842EA3381CB31D619E24F58126D534CD50C5CE7845D","Client Authentication;Secure Email","2023 Mar 16","2048 Mar 09","RSA 4096 bits","SHA384WithRSA"
"Included","QuoVadis","QuoVadis TLS ECC P384 Root G4","CN=QuoVadis TLS ECC P384 Root G4; O=QuoVadis Trustlink B.V.; C=NL","B6BF372A3689B35699F09913DA011D73A6E10FCE","6E1FD3AE0D2D477C8F5EE5F335CC5B6356872654E5356A73D8C0A30A17C252A2","Server Authentication;Client Authentication","2023 Mar 16","2048 Mar 09","EC secp384r1","ecdsaWithSHA384"
"Included","QuoVadis","QuoVadis TLS RSA 4096 Root G4","CN=QuoVadis TLS RSA 4096 Root G4; O=QuoVadis Trustlink B.V.; C=NL","20AFEA8DCB031F0684DF8FFD2598C8B7967FCD3C","C8A2D38A24F5AC302D8A08EBD38923D9A750B49220F092E82D1C53249E1533D0","Server Authentication;Client Authentication","2023 Mar 16","2048 Mar 09","RSA 4096 bits","SHA384WithRSA"
"Included","SECOM Trust Systems Co., Ltd.","SECOM Document Signing RSA Root CA 2023","CN=SECOM Document Signing RSA Root CA 2023; O=SECOM Trust Systems Co., Ltd.; C=JP; OrganizationIdentifier=NTRJP-4011001040781","FDD93B294972BA743A0C2E6ABCFA10050652A047","46219BBF9148F00E8B7A4C619B57CF7602701FF81348400718870FABD31FC5BE","Document Signing;Time Stamping","2023 Jan 25","2048 Jan 01","RSA 4096 bits","SHA384WithRSA"
"Included","SECOM Trust Systems Co., Ltd.","SECOM RSA Root CA 2023","CN=SECOM RSA Root CA 2023; O=SECOM Trust Systems Co., Ltd.; C=JP","4E004413485C145D9FDE64ADB16756E8F26AAC8A","2C154235528D701790B675AFF6E1970827B10ED665E913835BF46E3460FD5C84","Document Signing","2023 Jan 25","2048 Jan 01","RSA 4096 bits","SHA384WithRSA"
"Included","SECOM Trust Systems Co., Ltd.","SECOM SMIME RSA Root CA 2024","CN=SECOM SMIME RSA Root CA 2024; O=SECOM Trust Systems Co., Ltd.; C=JP","90A5E1BDC53F6908C2E3739FE755E37F75F38447","3629E7188E00A7CB3232C4426BC84912F1218B1A9AE676C0B0ABE1DBFE2182B5","Secure Email","2024 Jan 31","2049 Jan 14","RSA 4096 bits","SHA384WithRSA"
"Included","SECOM Trust Systems Co., Ltd.","SECOM TLS ECC Root CA 2024","CN=SECOM TLS ECC Root CA 2024; O=SECOM Trust Systems Co., Ltd.; C=JP","7A1F222D72B2C3198744DB6169E8A64BD70D440E","6AB2AB75F51CB4F4F0156203FBF6F646232F514BE059F62833308B82B4D72DB1","Server Authentication;Client Authentication","2024 Jan 31","2049 Jan 14","EC secp384r1","ecdsaWithSHA384"
"Included","SECOM Trust Systems Co., Ltd.","SECOM TLS RSA Root CA 2024","CN=SECOM TLS RSA Root CA 2024; O=SECOM Trust Systems Co., Ltd.; C=JP","FB97967CEF8D986306C03BB611F8E01397A298D3","1435F225C5D252D7A21948CC3CE62AECFA88001E3DD72D1CC3555100EB372F93","Server Authentication;Client Authentication","2024 Jan 31","2049 Jan 14","RSA 4096 bits","SHA384WithRSA"
"Disabled","SECOM Trust Systems Co., Ltd.","Security Communication EV RootCA1","OU=Security Communication EV RootCA1; O=SECOM Trust Systems CO.,LTD.; C=JP","FEB8C432DCF9769ACEAE3DD8908FFD288665647D","A22DBA681E97376E2D397D728AAE3A9B6296B9FDBA60BC2E11F647F2C675FB37","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2007 Jun 06","2037 Jun 06","RSA 2048 bits","SHA1WithRSA"
"Included","SECOM Trust Systems Co., Ltd.","Security Communication RootCA1","OU=Security Communication RootCA1; O=SECOM Trust.net; C=JP","36B12B49F9819ED74C9EBC380FC6568F5DACB2F7","E75E72ED9F560EEC6EB4800073A43FC3AD19195A392282017895974A99026B6C","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2003 Sep 30","2023 Sep 30","RSA 2048 bits","SHA1WithRSA"
"Included","SECOM Trust Systems Co., Ltd.","Security Communication RootCA2","OU=Security Communication RootCA2; O=SECOM Trust Systems CO.,LTD.; C=JP","5F3B8CF2F810B37D78B4CEEC1919C37334B9C774","513B2CECB810D4CDE5DD85391ADFC6C2DD60D87BB736D2B521484AA47A0EBEF6","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2009 May 29","2029 May 29","RSA 2048 bits","SHA256WithRSA"
"Included","SECOM Trust Systems Co., Ltd.","Security Communication ECC RootCA1","CN=Security Communication ECC RootCA1; O=SECOM Trust Systems CO.,LTD.; C=JP","B80E26A9BFD2B23BC0EF46C9BAC7BBF61D0D4141","E74FBDA55BD564C473A36B441AA799C8A68E077440E8288B9FA1E50E4BBACA11","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2016 Jun 16","2038 Jan 18","EC secp384r1","ecdsaWithSHA384"
"Included","SECOM Trust Systems Co., Ltd.","Security Communication RootCA3","CN=Security Communication RootCA3; O=SECOM Trust Systems CO.,LTD.; C=JP","C303C8227492E561A29C5F79912B1E441391303A","24A55C2AB051442D0617766541239A4AD032D7C55175AA34FFDE2FBC4F5C5294","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2016 Jun 16","2038 Jan 18","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","Entrust Root Certification Authority","CN=Entrust Root Certification Authority; OU=www.entrust.net/CPS is incorporated by reference, (c) 2006 Entrust, Inc.; O=Entrust, Inc.; C=US","B31EB1B740E36C8402DADC37D44DF5D4674952F9","73C176434F1BC6D5ADF45B0E76E727287C8DE57616C1E6E6141A2B2CBC7D8E4C","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2006 Nov 27","2026 Nov 27","RSA 2048 bits","SHA1WithRSA"
"Included","Sectigo","Entrust.net Certification Authority (2048)","CN=Entrust.net Certification Authority (2048); OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), (c) 1999 Entrust.net Limited; O=Entrust.net","503006091D97D4F5AE39F7CBE7927D7D652D3431","6DC47172E01CBCB0BF62580D895FE2B8AC9AD4F873801E0C10B9C837D21EB177","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","1999 Dec 24","2029 Jul 24","RSA 2048 bits","SHA1WithRSA"
"Included","Sectigo","Entrust Code Signing Root Certification Authority - CSBR1","CN=Entrust Code Signing Root Certification Authority - CSBR1; O=Entrust, Inc.; C=US","897424053A4A887AC098380291034D885C8714B9","B80847FDA453BF6ED876CA7BC046A2481909E15B6ED376E665E7AD09F3864E71","Code Signing;Time Stamping","2021 May 07","2040 Dec 30","RSA 4096 bits","SHA512WithRSA"
"Included","Sectigo","Entrust Digital Signing Root Certification Authority - DSR1","CN=Entrust Digital Signing Root Certification Authority - DSR1; O=Entrust, Inc.; C=US","104FE73700186E692E78A0156A3F9ED807B0608E","E874FE2531EAE4A4B6B62F37496BBAE90EB1D8FC8CEDBEBB00A182CFACDC7E61","Document Signing;Time Stamping","2021 Nov 12","2040 Dec 30","RSA 4096 bits","SHA512WithRSA"
"Included","Sectigo","Entrust Root Certification Authority - EC1","CN=Entrust Root Certification Authority - EC1; OU=See www.entrust.net/legal-terms, (c) 2012 Entrust, Inc. - for authorized use only; O=Entrust, Inc.; C=US","20D80640DF9B25F512253A11EAF7598AEB14B547","02ED0EB28C14DA45165C566791700D6451D7FB56F0B2AB1D3B8EB070E56EDFF5","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2012 Dec 18","2037 Dec 18","EC secp384r1","ecdsaWithSHA384"
"Included","Sectigo","Entrust Root Certification Authority - G4","CN=Entrust Root Certification Authority - G4; OU=See www.entrust.net/legal-terms, (c) 2015 Entrust, Inc. - for authorized use only; O=Entrust, Inc.; C=US","14884E862637B026AF59625C4077EC3529BA9601","DB3517D1F6732A2D5AB97C533EC70779EE3270A62FB4AC4238372460E6F01E88","Server Authentication;Client Authentication;Code Signing;Document Signing;OCSP Signing;Secure Email;Time Stamping","2015 May 27","2037 Dec 27","RSA 4096 bits","SHA256WithRSA"
"Included","Sectigo","Entrust SMIME Root CA - 2022","CN=Entrust SMIME Root CA - 2022; O=Entrust, Inc.; C=US","B8B1C5AAC29BEDF0AD71B2F14BFEAA38F817535E","B7A41ED8096D62716BADC7F530942197A9E7E3175CE05D11D01E7AD6C12DCBA7","Client Authentication;Secure Email","2022 Dec 13","2047 Dec 07","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","Entrust Root Certification Authority - G2","CN=Entrust Root Certification Authority - G2; OU=See www.entrust.net/legal-terms, (c) 2009 Entrust, Inc. - for authorized use only; O=Entrust, Inc.; C=US","8CF427FD790C3AD166068DE81E57EFBB932272D4","43DF5774B03E7FEF5FE40D931A7BEDF1BB2E6B42738C4E6D3841103D3AA7F339","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Jul 07","2030 Dec 07","RSA 2048 bits","SHA256WithRSA"
"Included","Sectigo","USERTrust RSA Certification Authority","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","2B8F1B57330DBBA2D07A6C51F70EE90DDAB9AD8E","E793C9B02FD8AA13E21C31228ACCB08119643B749C898964B1746D46C3D4CBD2","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Feb 01","2038 Jan 18","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","AAA Certificate Services","CN=AAA Certificate Services; O=Comodo CA Limited; L=Salford; ST=Greater Manchester; C=GB","D1EB23A46D17D68FD92564C2F1F1601764D8E349","D7A7A0FB5D7E2731D771E9484EBCDEF71D5F0C3E0A2948782BC83EE0EA699EF4","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2004 Jan 01","2028 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Disabled","Sectigo","AddTrust External CA Root","CN=AddTrust External CA Root; OU=AddTrust External TTP Network; O=AddTrust AB; C=SE","02FAF3E291435468607857694DF5E45B68851868","687FA451382278FFF0C8B11F8D43D576671C6EB2BCEAB413FB83D965D06D2FF2","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2000 May 30","2020 May 30","RSA 2048 bits","SHA1WithRSA"
"Included","Sectigo","COMODO Certification Authority","CN=COMODO Certification Authority; O=COMODO CA Limited; L=Salford; ST=Greater Manchester; C=GB","EE869387FFFD8349AB5AD14322588789A457B012","1A0D20445DE5BA1862D19EF880858CBCE50102B36E8F0A040C3C69E74522FE6E","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2011 Jan 01","2030 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Included","Sectigo","COMODO RSA Certification Authority","CN=COMODO RSA Certification Authority; O=COMODO CA Limited; L=Salford; ST=Greater Manchester; C=GB","AFE5D244A8D1194230FF479FE2F897BBCD7A8CB4","52F0E1C4E58EC629291B60317F074671B85D7EA80D5B07273463534B32B40234","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Jan 19","2038 Jan 18","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","COMODO ECC Certification Authority","CN=COMODO ECC Certification Authority; O=COMODO CA Limited; L=Salford; ST=Greater Manchester; C=GB","9F744E9F2B4DBAEC0F312C50B6563B8E2D93C311","1793927A0614549789ADCE2F8F34F7F0B66D0F3AE3A3B84D21EC15DBBA4FADC7","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Mar 06","2038 Jan 18","EC secp384r1","ecdsaWithSHA384"
"Disabled","Sectigo","UTN-USERFirst-Client Authentication and Email","CN=UTN-USERFirst-Client Authentication and Email; OU=http://www.usertrust.com; O=The USERTRUST Network; L=Salt Lake City; ST=UT; C=US","B172B1A56D95F91FE50287E14D37EA6A4463768A","43F257412D440D627476974F877DA8F1FC2444565A367AE60EDDC27A412531AE","Client Authentication;Secure Email","1999 Jul 09","2019 Jul 09","RSA 2048 bits","SHA1WithRSA"
"Disabled","Sectigo","UTN-USERFirst-Object","CN=UTN-USERFirst-Object; OU=http://www.usertrust.com; O=The USERTRUST Network; L=Salt Lake City; ST=UT; C=US","E12DFB4B41D7D9C32B30514BAC1D81D8385E2D46","6FFF78E400A70C11011CD85977C459FB5AF96A3DF0540820D0F4B8607875E58F","Code Signing;Encrypting File System;Time Stamping","1999 Jul 09","2019 Jul 09","RSA 2048 bits","SHA1WithRSA"
"Included","Sectigo","USERTrust ECC Certification Authority","CN=USERTrust ECC Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","D1CBCA5DB2D52A7F693B674DE5F05A1D0C957DF0","4FF460D54B9C86DABFBCFC5712E0400D2BED3FBC4D4FBDAA86E06ADCD2A9AD7A","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Feb 01","2038 Jan 18","EC secp384r1","ecdsaWithSHA384"
"Included","Sectigo","Sectigo Public Code Signing Root E46","CN=Sectigo Public Code Signing Root E46; O=Sectigo Limited; C=GB","BBEF5C4C11489770F586FB307D143291307F119A","8F6371D8CC5AA7CA149667A98B5496398951E4319F7AFBCC6A660D673E438D0B","Code Signing","2021 Mar 22","2046 Mar 21","EC secp384r1","ecdsaWithSHA384"
"Included","Sectigo","Sectigo Public Code Signing Root R46","CN=Sectigo Public Code Signing Root R46; O=Sectigo Limited; C=GB","CCBBF9E1485AF63CE47ABF8E9E648C2504FC319D","7E76260AE69A55D3F060B0FD18B2A8C01443C87B60791030C9FA0B0585101A38","Code Signing","2021 Mar 22","2046 Mar 21","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","Sectigo Public Document Signing Root E46","CN=Sectigo Public Document Signing Root E46; O=Sectigo Limited; C=GB","5AF85B7B85EC6AA0B6B491CA0CFC05E9F51A3590","01A1A03E1F3DD7ED3CCADAE4D668B4446065DDF3B2DCF05D1DAFFDB2591B3838","Document Signing","2021 Mar 22","2046 Mar 21","EC secp384r1","ecdsaWithSHA384"
"Included","Sectigo","Sectigo Public Document Signing Root R46","CN=Sectigo Public Document Signing Root R46; O=Sectigo Limited; C=GB","A247917ADAC4D274501EBAEC52D45B02BA593D12","43A61038597C31F4E7D75DEEB831E38462D968308C68B5A078F719139735DA89","Document Signing","2021 Mar 22","2046 Mar 21","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","Sectigo Public Email Protection Root E46","CN=Sectigo Public Email Protection Root E46; O=Sectigo Limited; C=GB","3AC5C378345BE1829246ED1786B393917B51F214","22D9599234D60F1D4BC7C7E96F43FA555B07301FD475175089DAFB8C25E477B3","Client Authentication;Secure Email","2021 Mar 22","2046 Mar 21","EC secp384r1","ecdsaWithSHA384"
"Included","Sectigo","Sectigo Public Email Protection Root R46","CN=Sectigo Public Email Protection Root R46; O=Sectigo Limited; C=GB","D37B8B0AE84244FB6B8038EEAE9180261A487066","D5917A7791EB7CF20A2E57EB98284A67B28A57E89182DA53D546678C9FDE2B4F","Client Authentication;Secure Email","2021 Mar 22","2046 Mar 21","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","Sectigo Public Server Authentication Root E46","CN=Sectigo Public Server Authentication Root E46; O=Sectigo Limited; C=GB","EC8A396C40F02EBC4275D49FAB1C1A5B67BED29A","C90F26F0FB1B4018B22227519B5CA2B53E2CA5B3BE5CF18EFE1BEF47380C5383","Server Authentication;Client Authentication","2021 Mar 22","2046 Mar 21","EC secp384r1","ecdsaWithSHA384"
"Included","Sectigo","Sectigo Public Server Authentication Root R46","CN=Sectigo Public Server Authentication Root R46; O=Sectigo Limited; C=GB","AD98F9F3E47D753B65D482B3A45217BB6EF5E438","7BB647A62AEEAC88BF257AA522D01FFEA395E0AB45C73F93F65654EC38F25A06","Server Authentication;Client Authentication","2021 Mar 22","2046 Mar 21","RSA 4096 bits","SHA384WithRSA"
"Included","Sectigo","Sectigo Public Time Stamping Root E46","CN=Sectigo Public Time Stamping Root E46; O=Sectigo Limited; C=GB","C95E9C79D60752386209C1E4C68A6B8BD54FF2DB","E44DDB7952261F15005CD60C1D0C38C18CBFD17C273A31F8ED4C8F53E2685F32","Time Stamping","2021 Mar 22","2046 Mar 21","EC secp384r1","ecdsaWithSHA384"
"Included","Sectigo","Sectigo Public Time Stamping Root R46","CN=Sectigo Public Time Stamping Root R46; O=Sectigo Limited; C=GB","52421AEAC424C2435E7F5355A30437A3B1745879","4941B001B8A97E961B7817C9D9E960EC4B056BFC915A8C1AABF6EF6B3AC046A5","Time Stamping","2021 Mar 22","2046 Mar 21","RSA 4096 bits","SHA384WithRSA"
"Included","Shanghai Electronic Certification Authority Co., Ltd.","UCA Extended Validation Root","CN=UCA Extended Validation Root; O=UniTrust; C=CN","A3A1B06F2461234AE336A5C237FCA6FFDDF0D73A","D43AF9B35473755C9684FC06D7D8CB70EE5C28E773FB294EB41EE71722924D24","Server Authentication;Client Authentication;Code Signing","2015 Mar 13","2038 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Included","Shanghai Electronic Certification Authority Co., Ltd.","UCA Global G2 Root","CN=UCA Global G2 Root; O=UniTrust; C=CN","28F97816197AFF182518AA44FEC1A0CE5CB64C8A","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","2016 Mar 11","2040 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Disabled","Shanghai Electronic Certification Authority Co., Ltd.","UCA Global Root","CN=UCA Global Root; O=UniTrust; C=CN","0B972C9EA6E7CC58D93B20BF71EC412E7209FABF","A1F05CCB80C2D710EC7D479ABDCBB879E58D7EDB7149FE78A87884E3D0BAD0F9","Server Authentication;Client Authentication;Code Signing;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Jan 01","2037 Dec 31","RSA 4096 bits","SHA1WithRSA"
"Disabled","Shanghai Electronic Certification Authority Co., Ltd.","UCA Root","CN=UCA Root; O=UniTrust; C=CN","8250BED5A214433A66377CBC10EF83F669DA3A67","93E65EC762F055DC718A332582C41A04430D72E3CB87E8B897B67516F0D1AA39","Server Authentication;Client Authentication;Code Signing;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2004 Jan 01","2029 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Included","SI-TRUST","SI-TRUST Root","CN=SI-TRUST Root; O=Republika Slovenija; C=SI; OrganizationIdentifier=VATSI-17659957","3A4979B40FA841488200B582FBEEB63AAB9919AE","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2016 Apr 25","2037 Dec 25","RSA 3072 bits","SHA256WithRSA"
"Disabled","SI-TRUST","sigen-ca","OU=sigen-ca; O=state-institutions; C=si","3E42A18706BD0C9CCF594750D2E4D6AB0048FDC4","12D480C1A3C664781B99D9DF0E9FAF3F1CACEE1B3C30C3123A337A4A454FFED2","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2001 Jun 29","2021 Jun 29","RSA 2048 bits","SHA1WithRSA"
"Disabled","SI-TRUST","sigov-ca","OU=sigov-ca; O=state-institutions; C=si","7FB9E2C995C97A939F9E81A07AEA9B4D70463496","74CB3A4EA791AFB0A2D1A0B13301B3BEE0E50AD5C79A1A6F2C663E6F4EE7A484","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2001 Jan 10","2021 Jan 10","RSA 2048 bits","SHA1WithRSA"
"NotBefore","SK ID Solutions AS","EE Certification Centre Root CA","CN=EE Certification Centre Root CA; O=AS Sertifitseerimiskeskus; C=EE; EmailAddress=pki@sk.ee","C9A8B9E755805E58E35377A725EBAFC37B27CCD7","3E84BA4342908516E77573C0992F0979CA084E4685681FF195CCBA8A229B8A76","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2010 Oct 30","2030 Dec 17","RSA 2048 bits","SHA1WithRSA"
"Disabled","SK ID Solutions AS","Juur-SK","CN=Juur-SK; O=AS Sertifitseerimiskeskus; C=EE; EmailAddress=pki@sk.ee","409D4BD917B55C27B69B64CB9822440DCD09B889","ECC3E9C3407503BEE091AA952F41348FF88BAA863B2264BEFAC807901574E939","Server Authentication;Client Authentication;Code Signing;Secure Email","2001 Aug 30","2016 Aug 26","RSA 2048 bits","SHA1WithRSA"
"Disabled","Skaitmeninio sertifikavimo centras (SSC)","SSC Root CA A","CN=SSC Root CA A; OU=Certification Authority; O=Skaitmeninio sertifikavimo centras; C=LT","5A5A4DAF7861267C4B1F1E67586BAE6ED4FEB93F","F1B13F5C9A326403B0F31BBE7699CD17C7D1C0B981586DD1A7B219C52508FE99","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2006 Dec 27","2026 Dec 28","RSA 4096 bits","SHA1WithRSA"
"Disabled","Skaitmeninio sertifikavimo centras (SSC)","SSC Root CA C","CN=SSC Root CA C; OU=Certification Authority; O=Skaitmeninio sertifikavimo centras; C=LT","23E833233E7D0CC92B7C4279AC19C2F474D604CA","E6E4A951ECBF7D8EDC01BC873F7B6FD35868BDB10ED786F3A1B1EE16D8CEC3E9","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2006 Dec 27","2026 Dec 22","RSA 4096 bits","SHA1WithRSA"
"Disabled","Skaitmeninio sertifikavimo centras (SSC)","SSC Root CA B","CN=SSC Root CA B; OU=Certification Authority; O=Skaitmeninio sertifikavimo centras; C=LT","3E84D3BCC544C0F6FA19435C851F3F2FCBA8E814","0B9F26DFCA684C2CFCE23E4E4DD567C886BA259E1DB267F9806F0C5A099711F2","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2006 Dec 27","2026 Dec 25","RSA 4096 bits","SHA1WithRSA"
"Disabled","Skaitmeninio sertifikavimo centras (SSC)","SSC GDL CA Root A","CN=SSC GDL CA Root A; OU=CA ROOT Services; O=Skaitmeninio sertifikavimo centras; C=LT","0C2009A4A88D8B4202185250540CC42BDFB5B089","B0428B08C228C43F6F9AA0FC29E9D602ED1098FF6F153C6733383FEA17216528","Client Authentication;Code Signing;Document Signing;Secure Email","2013 Jun 04","2033 Jun 04","RSA 4096 bits","SHA256WithRSA"
"Disabled","Skaitmeninio sertifikavimo centras (SSC)","SSC GDL CA Root B","CN=SSC GDL CA Root B; OU=CA ROOT Services; O=Skaitmeninio sertifikavimo centras; C=LT","C860A318FCF5B7130B1007AD7F614A40FFFF185F","C31EEF5682ABB551EBC828DED84098518A6768526D152EE164CFB972A1425D53","Server Authentication;Client Authentication;Code Signing;Time Stamping","2013 Jun 04","2033 Jun 04","RSA 4096 bits","SHA256WithRSA"
"Disabled","Skaitmeninio sertifikavimo centras (SSC)","SSC GDL CA VS Root","CN=SSC GDL CA VS Root; OU=VS ROOT Services; O=Skaitmeninio sertifikavimo centras; C=LT","D2695E12F592E9C8EE2A4CB8D55E295FEE6B2D31","BC2ABBC49A6814370D17E471141C22794311C4DDDF2567BE37283A894392E5D3","Client Authentication;Document Signing;Secure Email","2013 Jun 04","2033 Jun 04","RSA 4096 bits","SHA256WithRSA"
"Included","SSL.com","SSL.com Client ECC Root CA 2022","CN=SSL.com Client ECC Root CA 2022; O=SSL Corporation; C=US","807B1D9D65723DC756F9ECC5008349F6F2ACF486","AD7DD58D03AEDB22A30B5084394920CE12230C2D8017AD9B81AB04079BDD026B","Client Authentication;Secure Email","2022 Aug 25","2046 Aug 19","EC secp384r1","ecdsaWithSHA384"
"Included","SSL.com","SSL.com Client RSA Root CA 2022","CN=SSL.com Client RSA Root CA 2022; O=SSL Corporation; C=US","AA5970E520329FCBD0D5799FFB1B821DFD1F7965","1D4CA4A2AB21D0093659804FC0EB2175A617279B56A2475245C9517AFEB59153","Client Authentication;Secure Email","2022 Aug 25","2046 Aug 19","RSA 4096 bits","SHA256WithRSA"
"Included","SSL.com","SSL.com Code Signing ECC Root CA 2022","CN=SSL.com Code Signing ECC Root CA 2022; O=SSL Corporation; C=US","0D9E9AB20765A89ED9CD8DF2C7A63BC77495EF31","E17DB396AFC136FF1D6DCDA4BB443DA2D817131855BE1C4B6FECEA221036722A","Client Authentication;Code Signing;Time Stamping","2022 Aug 25","2046 Aug 19","EC secp384r1","ecdsaWithSHA384"
"Included","SSL.com","SSL.com Code Signing RSA Root CA 2022","CN=SSL.com Code Signing RSA Root CA 2022; O=SSL Corporation; C=US","D4695284CD1798D9CB1699464C064994C4E2BBFD","253E3CA36E37E867EE68867B997B9EC724DCC3161063AB0393B54F2BB7B6C315","Client Authentication;Code Signing;Time Stamping","2022 Aug 25","2046 Aug 19","RSA 4096 bits","SHA256WithRSA"
"Included","SSL.com","SSL.com Document Signing ECC Root CA 2022","CN=SSL.com Document Signing ECC Root CA 2022; O=SSL Corporation; C=US","3CC1A683FFE66836491AF36BE1D3FE0A37F59DAE","5ECE6AB27131FB58A887E94177D55BD9E51AAA2DED6C081B54A39BE3CB84E1F1","Client Authentication;Document Signing","2022 Aug 25","2046 Aug 19","EC secp384r1","ecdsaWithSHA384"
"Included","SSL.com","SSL.com Document Signing RSA Root CA 2022","CN=SSL.com Document Signing RSA Root CA 2022; O=SSL Corporation; C=US","2F686DC8D4E39553ED32938E6357133BB7D9910C","E807D49A859ABBC861C72CA907D443AD0FE87EAB9D99B913F2CB5B4AADABE641","Client Authentication;Document Signing","2022 Aug 25","2046 Aug 19","RSA 4096 bits","SHA256WithRSA"
"Included","SSL.com","SSL.com EV Root Certification Authority ECC","CN=SSL.com EV Root Certification Authority ECC; O=SSL Corporation; L=Houston; ST=Texas; C=US","4CDD51A3D1F5203214B0C6C532230391C746426D","22A2C1F7BDED704CC1E701B5F408C310880FE956B5DE2A4A44F99C873A25A7C8","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2016 Feb 12","2041 Feb 12","EC secp384r1","ecdsaWithSHA256"
"Disabled","SSL.com","SSL.com EV Root Certification Authority RSA","CN=SSL.com EV Root Certification Authority RSA; O=SSL Corporation; L=Houston; ST=Texas; C=US","1CB7EDE176BCDFEF0C866F46FBF980E901E5CE35","5ADFA25013BED3710831572DE51C4B9A21171C00313249C4CB4719D37FBB8D20","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2016 Feb 12","2041 Feb 12","RSA 4096 bits","SHA256WithRSA"
